age,income,credit_score,debt_amount,monthly_expenses,employment_years,loan_amount,existing_credits,interest_rate,payment_history,default
35.0,44394.68,551.0,51366.72,9119.92,2.9,12112.27,7.0,7.52,68.4,1.0
21.0,55562.24,703.0,41280.85,10000.0,3.3,24401.03,0.0,9.58,71.94,1.0
46.0,34261.11,703.0,41842.08,8230.7,3.8,48230.5,1.0,14.09,76.79,1.0
34.0,48559.85,787.0,11944.59,10000.0,8.5,27095.27,6.0,14.29,99.34,0.0
38.0,20000.0,617.0,43070.34,9416.63,0.3,24900.3,0.0,14.38,99.15,1.0
50.0,37250.57,689.0,19464.1,10000.0,8.3,37682.0,0.0,11.65,86.51,1.0
44.0,58468.53,652.0,37007.94,10000.0,8.3,37001.38,1.0,10.5,100.0,1.0
42.0,45707.95,639.0,4689.94,10000.0,12.5,2706.24,2.0,3.93,91.51,0.0
18.0,40867.33,704.0,17104.21,10000.0,0.9,45600.05,,10.65,73.36,1.0
36.0,20000.0,506.0,41652.51,7895.74,5.4,22463.01,0.0,,76.09,1.0
38.0,27269.48,583.0,12894.86,5462.52,1.2,20677.32,2.0,17.41,86.87,1.0
46.0,,645.0,34984.22,10000.0,0.7,14677.3,2.0,5.18,100.0,0.0
50.0,29066.6,697.0,28030.92,10000.0,1.9,16720.31,6.0,8.89,74.74,1.0
36.0,20000.0,582.0,7017.66,7902.42,1.2,31194.82,2.0,14.56,76.36,0.0
32.0,20000.0,486.0,27434.77,7670.81,1.7,33295.41,5.0,16.33,53.79,1.0
22.0,21889.69,643.0,7897.1,4491.6,7.4,19520.43,2.0,8.07,62.78,0.0
29.0,62504.69,594.0,4215.76,10000.0,1.9,38917.71,1.0,14.42,68.33,1.0
36.0,27845.81,818.0,39935.27,10000.0,0.2,25411.71,5.0,,67.06,1.0
31.0,22411.6,632.0,26046.39,6095.49,0.6,28210.69,2.0,10.51,51.54,1.0
37.0,49206.72,592.0,20958.22,10000.0,2.0,31460.43,2.0,8.09,84.69,1.0
55.0,30574.86,737.0,37224.69,10000.0,0.8,42866.65,0.0,12.28,90.35,0.0
51.0,50878.23,687.0,8676.64,10000.0,2.8,15269.15,,10.55,61.8,1.0
24.0,20000.0,718.0,2809.4,8466.13,14.5,25521.14,1.0,13.97,96.87,0.0
,53482.34,662.0,24441.04,10000.0,1.6,36948.87,5.0,11.22,,0.0
45.0,93048.86,612.0,25288.62,10000.0,3.3,32928.62,4.0,8.25,82.43,0.0
54.0,41003.57,741.0,36088.62,10000.0,0.7,20039.8,0.0,12.98,96.99,0.0
44.0,32852.5,591.0,977.99,10000.0,1.8,25660.54,2.0,14.72,78.7,1.0
34.0,36331.61,722.0,57861.04,10000.0,0.8,20109.41,6.0,13.43,63.64,1.0
54.0,30133.38,627.0,48345.99,7223.53,0.4,45848.24,1.0,8.35,82.4,0.0
60.0,23926.17,619.0,10293.87,9264.39,1.7,32255.9,6.0,8.78,58.77,1.0
51.0,29083.54,692.0,23178.22,8908.54,2.3,30064.65,2.0,13.61,81.5,0.0
48.0,58221.77,694.0,38664.47,10000.0,7.8,38289.34,4.0,17.24,71.88,0.0
40.0,55126.84,540.0,39206.1,10000.0,5.1,46795.11,0.0,14.4,73.81,1.0
47.0,21078.61,693.0,20710.94,10000.0,1.2,20705.22,2.0,11.27,87.51,1.0
38.0,38603.54,585.0,52007.71,10000.0,0.2,39322.97,0.0,11.97,77.44,1.0
45.0,33017.83,635.0,50034.65,10000.0,2.6,27372.61,0.0,17.19,92.64,1.0
44.0,59547.35,672.0,39999.06,10000.0,1.4,33694.16,4.0,18.29,83.06,1.0
59.0,68533.97,745.0,33443.05,10000.0,0.2,11636.22,7.0,17.18,70.29,1.0
60.0,38402.81,790.0,27994.75,10000.0,1.4,36158.94,5.0,12.17,100.0,1.0
34.0,31862.73,573.0,17985.71,10000.0,1.0,23112.77,1.0,15.37,100.0,1.0
18.0,44177.18,598.0,16239.54,9313.5,2.9,23172.7,1.0,16.41,59.33,0.0
61.0,27006.25,642.0,31978.44,10000.0,0.5,,0.0,7.72,91.85,0.0
41.0,26279.72,,22416.05,7549.87,1.7,20283.18,3.0,12.25,68.08,0.0
68.0,54572.29,655.0,9403.86,10000.0,10.5,54434.73,5.0,10.97,67.47,1.0
18.0,54352.7,739.0,27950.91,10000.0,0.7,34225.05,3.0,10.02,59.52,0.0
34.0,31925.88,390.0,15950.42,10000.0,2.7,35476.21,6.0,13.13,93.46,1.0
29.0,33389.96,534.0,25662.92,10000.0,0.5,35790.16,7.0,7.76,90.2,0.0
53.0,20000.0,627.0,16539.66,5703.71,3.6,21757.55,5.0,11.53,99.94,1.0
54.0,76612.06,540.0,44742.95,10000.0,2.4,29092.4,6.0,10.35,61.2,0.0
45.0,43022.2,636.0,31523.81,10000.0,24.8,41966.84,6.0,13.64,47.95,0.0
66.0,44185.62,,18595.59,10000.0,3.4,,4.0,9.03,100.0,0.0
50.0,23973.08,605.0,3216.16,7902.18,3.6,30102.02,3.0,14.22,89.69,1.0
37.0,30249.7,587.0,729.08,10000.0,0.5,31626.68,3.0,11.52,73.97,0.0
37.0,61283.02,571.0,2719.74,10000.0,1.0,31215.69,6.0,9.26,86.31,1.0
,22327.17,571.0,34246.52,6927.72,0.6,20481.84,7.0,10.88,62.86,0.0
47.0,31446.17,630.0,11244.03,10000.0,,42456.68,1.0,11.34,70.11,1.0
18.0,47556.93,653.0,36398.39,10000.0,3.4,24807.23,0.0,12.11,78.68,1.0
48.0,71204.27,501.0,49211.42,10000.0,2.3,15664.75,6.0,6.98,71.59,0.0
22.0,49888.79,650.0,33673.6,10000.0,2.1,40953.81,6.0,16.36,61.19,1.0
50.0,30456.02,623.0,15604.53,9982.77,35.3,18862.85,3.0,13.27,84.43,0.0
18.0,42552.41,757.0,30599.39,10000.0,0.5,19330.59,2.0,9.75,77.91,1.0
18.0,32618.86,504.0,869.47,10000.0,0.4,39911.64,1.0,11.19,65.71,0.0
45.0,20000.0,569.0,34107.74,4496.4,1.6,27329.61,6.0,6.69,68.36,0.0
54.0,47944.05,596.0,49352.15,9993.78,1.3,27346.34,4.0,18.67,92.71,1.0
39.0,37614.23,665.0,27233.38,10000.0,0.7,25976.84,4.0,7.69,90.87,0.0
57.0,33987.77,712.0,5883.58,10000.0,7.3,14255.72,5.0,10.48,74.04,0.0
34.0,20000.0,629.0,33371.38,4992.44,0.4,37724.88,7.0,9.62,69.71,0.0
25.0,84174.41,682.0,12864.11,10000.0,5.3,38970.45,2.0,10.48,61.11,1.0
26.0,44037.62,698.0,19408.9,9936.93,2.1,34617.49,1.0,10.54,83.93,0.0
26.0,43498.72,742.0,18689.75,8783.55,1.9,46875.02,4.0,6.71,45.3,0.0
37.0,34405.81,620.0,21874.52,10000.0,5.5,29575.38,6.0,14.46,42.84,1.0
41.0,27874.87,585.0,9269.77,7038.78,1.8,25329.52,0.0,11.62,81.55,1.0
67.0,60267.56,701.0,29928.32,10000.0,1.0,16400.99,7.0,15.52,100.0,1.0
47.0,26433.94,760.0,16998.16,8046.81,3.8,23689.47,4.0,17.54,100.0,0.0
18.0,21794.15,666.0,38717.53,5584.62,2.1,13468.22,3.0,14.0,81.29,0.0
46.0,30125.14,525.0,16020.97,8038.28,1.9,41925.31,2.0,15.38,96.28,1.0
24.0,27753.46,674.0,10521.49,10000.0,6.5,18134.76,3.0,8.12,81.58,0.0
28.0,31718.71,635.0,59584.82,10000.0,3.3,30866.93,6.0,15.03,68.21,1.0
18.0,32460.12,659.0,3492.68,6666.41,2.0,43376.37,2.0,10.94,76.77,1.0
71.0,64560.17,638.0,36653.63,10000.0,1.1,28229.45,2.0,13.19,100.0,0.0
39.0,34284.09,708.0,30218.28,10000.0,1.3,23907.85,3.0,21.2,56.88,0.0
45.0,20000.0,670.0,28048.99,4799.99,0.8,19735.28,7.0,11.14,93.61,0.0
21.0,21832.02,662.0,17316.11,4570.82,0.6,39103.48,4.0,10.19,98.66,1.0
30.0,35645.43,541.0,32157.98,10000.0,1.4,41327.24,0.0,8.13,73.26,0.0
29.0,21125.46,555.0,17902.13,8241.83,1.5,36388.4,2.0,9.75,57.98,0.0
35.0,50048.01,589.0,52416.54,,1.7,6959.08,3.0,8.51,45.81,1.0
49.0,42068.04,643.0,34451.85,10000.0,5.2,27749.6,2.0,12.26,88.68,1.0
18.0,24407.26,575.0,48101.01,10000.0,3.3,33412.12,1.0,8.63,69.98,0.0
39.0,30381.21,667.0,30275.07,10000.0,2.4,36594.5,1.0,13.84,100.0,1.0
45.0,61179.53,651.0,34610.23,10000.0,2.4,21314.02,3.0,,49.02,1.0
34.0,62078.97,678.0,22612.22,10000.0,3.8,48375.14,0.0,13.13,100.0,1.0
44.0,53754.2,586.0,32315.94,10000.0,0.9,25922.74,3.0,10.72,81.5,1.0
55.0,31570.57,671.0,31460.29,8797.5,3.5,22980.59,3.0,18.33,69.57,1.0
44.0,29917.65,698.0,68429.5,10000.0,1.1,13606.74,5.0,6.88,80.16,0.0
24.0,47685.03,536.0,28329.58,10000.0,0.8,36317.48,0.0,9.76,99.65,1.0
31.0,27114.15,739.0,,6011.59,23.6,30134.86,3.0,10.1,75.56,1.0
55.0,29681.44,762.0,44767.56,8563.87,0.5,,3.0,7.35,95.17,1.0
18.0,28514.65,690.0,17472.12,8056.43,4.8,39623.91,7.0,12.42,48.33,0.0
34.0,52848.11,591.0,32748.64,10000.0,1.4,34976.18,,9.54,77.5,1.0
50.0,46854.36,823.0,23882.96,10000.0,0.6,46946.33,6.0,9.58,78.02,1.0
32.0,46892.25,588.0,41213.63,9980.8,4.6,40677.02,3.0,13.74,90.63,0.0
44.0,128725.47,683.0,26647.59,10000.0,7.1,53292.75,2.0,11.5,66.31,1.0
43.0,64943.62,541.0,28866.38,10000.0,1.8,29514.6,5.0,7.04,66.98,1.0
36.0,58020.14,487.0,23710.09,10000.0,0.3,46923.76,2.0,8.91,,1.0
35.0,28725.81,582.0,21460.29,8287.46,1.7,22130.48,4.0,8.96,95.07,1.0
58.0,36441.66,645.0,11627.83,7761.26,1.8,11042.91,2.0,12.83,68.54,1.0
34.0,57263.4,733.0,38844.01,10000.0,1.8,32486.06,4.0,14.68,64.43,1.0
39.0,38052.15,799.0,16969.1,10000.0,27.3,27587.63,7.0,7.38,79.14,1.0
44.0,83823.17,735.0,10304.63,10000.0,1.7,38120.34,2.0,10.15,87.42,1.0
55.0,,441.0,33893.39,10000.0,0.4,22794.03,4.0,10.82,69.04,0.0
57.0,24272.35,620.0,37775.42,6352.86,7.4,39938.01,3.0,17.5,100.0,0.0
37.0,39459.48,764.0,31358.79,10000.0,1.9,40125.17,0.0,16.4,88.71,1.0
44.0,29791.58,611.0,2799.27,10000.0,2.7,19553.63,5.0,13.42,86.85,1.0
32.0,20000.0,624.0,46135.69,6702.62,2.0,31604.57,4.0,,90.33,0.0
46.0,57965.94,751.0,20297.53,10000.0,4.6,28816.67,6.0,9.84,82.15,1.0
37.0,26826.2,594.0,28302.01,10000.0,2.4,14487.73,,11.47,46.1,1.0
46.0,21531.34,643.0,43196.84,9544.69,2.2,26232.55,0.0,11.25,99.59,1.0
35.0,20885.82,592.0,41001.33,5666.06,13.9,36907.0,5.0,15.46,55.62,1.0
35.0,61679.9,582.0,35736.47,10000.0,2.5,18937.7,7.0,6.84,82.26,1.0
18.0,31354.09,578.0,230.75,10000.0,3.4,27449.35,2.0,10.19,83.19,0.0
65.0,60306.92,672.0,18353.06,10000.0,1.1,15903.69,3.0,,76.17,1.0
29.0,58311.06,608.0,22522.69,10000.0,4.5,31435.7,3.0,11.17,77.75,1.0
53.0,35930.61,535.0,42440.63,9278.23,2.1,29338.1,7.0,9.01,,1.0
54.0,76322.82,682.0,37300.72,10000.0,5.6,21438.05,4.0,11.07,87.02,0.0
42.0,40201.62,710.0,34655.88,10000.0,0.1,41728.36,7.0,14.52,100.0,0.0
45.0,28602.55,503.0,22293.27,6201.97,1.3,43717.94,,10.02,78.49,1.0
47.0,32112.64,850.0,11408.84,10000.0,0.6,33429.65,4.0,9.14,96.5,1.0
39.0,57186.0,672.0,4128.56,10000.0,1.5,38303.93,0.0,9.29,97.33,0.0
39.0,,540.0,21705.95,10000.0,5.5,23131.79,1.0,12.62,96.49,1.0
50.0,41176.98,501.0,17582.19,10000.0,4.4,7506.09,7.0,12.6,94.19,1.0
39.0,47546.44,702.0,55934.75,10000.0,2.7,20605.04,2.0,10.1,75.02,1.0
26.0,55540.23,590.0,43519.35,10000.0,3.8,35520.67,2.0,12.77,,1.0
40.0,25052.51,613.0,10549.7,7356.4,1.8,38564.55,1.0,13.16,90.34,1.0
23.0,32906.83,682.0,52191.03,10000.0,0.3,36369.13,1.0,9.45,59.27,1.0
41.0,47427.33,570.0,48085.84,10000.0,1.6,21784.2,1.0,12.65,56.14,1.0
28.0,20000.0,526.0,42057.85,5401.47,0.5,29111.99,6.0,18.67,96.38,1.0
29.0,24337.6,585.0,13060.67,10000.0,3.4,26640.52,5.0,8.66,59.96,1.0
54.0,114750.65,709.0,12158.65,10000.0,0.6,28628.9,2.0,11.26,82.73,1.0
35.0,22673.43,660.0,1225.69,7266.69,7.6,40253.52,7.0,9.91,57.11,0.0
44.0,20000.0,699.0,29175.84,9042.0,10.8,31528.94,0.0,12.68,59.04,1.0
42.0,81794.77,637.0,12746.86,10000.0,14.8,51351.99,0.0,9.09,97.63,1.0
47.0,42953.17,729.0,29150.74,10000.0,7.5,12508.3,7.0,13.08,62.46,1.0
33.0,28802.01,650.0,9882.52,7841.02,0.5,24067.2,7.0,13.54,92.98,0.0
57.0,24718.58,756.0,33660.76,6825.7,0.3,,3.0,13.83,54.22,1.0
51.0,121433.73,599.0,33157.88,10000.0,2.2,43858.28,2.0,17.99,63.36,1.0
52.0,38486.89,723.0,504.42,8989.14,11.0,42838.87,4.0,13.32,100.0,1.0
36.0,43422.18,544.0,17171.58,10000.0,1.9,29057.7,2.0,10.99,83.28,1.0
18.0,77042.94,667.0,34430.75,10000.0,2.3,40868.35,4.0,15.74,97.18,0.0
50.0,42264.63,683.0,,10000.0,1.0,36808.94,2.0,12.12,80.22,1.0
34.0,59911.33,695.0,29238.96,10000.0,9.9,33329.63,3.0,14.24,81.21,0.0
45.0,25671.43,678.0,16063.51,8576.43,0.1,25991.86,5.0,11.96,65.68,0.0
33.0,43559.85,616.0,24911.36,10000.0,5.3,35459.72,5.0,12.89,80.93,0.0
25.0,128709.87,637.0,14546.7,10000.0,4.9,46312.19,2.0,9.46,75.73,1.0
49.0,30341.9,640.0,1516.58,7445.73,6.6,10954.45,2.0,17.27,100.0,1.0
55.0,20000.0,476.0,23006.05,5911.86,2.7,30213.84,7.0,13.72,67.88,1.0
30.0,68780.8,642.0,504.58,10000.0,2.9,27103.21,5.0,10.82,83.04,1.0
38.0,43447.66,552.0,43352.38,10000.0,,30973.82,7.0,10.77,93.67,0.0
49.0,37819.67,656.0,12330.41,8109.09,1.7,37549.32,,16.93,92.35,0.0
45.0,37312.2,627.0,62885.85,10000.0,2.5,28170.6,4.0,9.31,50.74,1.0
38.0,77698.26,588.0,22145.27,10000.0,8.4,22337.08,0.0,12.77,87.68,1.0
42.0,20000.0,532.0,14274.71,7226.63,2.2,28809.17,1.0,13.96,67.15,1.0
67.0,33347.15,641.0,12553.19,9156.2,0.2,42406.81,7.0,14.4,92.12,0.0
44.0,38098.27,757.0,18274.61,8660.51,2.2,27676.89,3.0,12.37,65.77,1.0
46.0,26055.49,776.0,,10000.0,4.6,32520.31,0.0,13.37,88.16,0.0
73.0,60944.22,773.0,11733.79,10000.0,2.3,31385.96,2.0,10.76,73.86,1.0
34.0,49423.71,701.0,33478.36,10000.0,0.1,12044.66,0.0,12.04,85.04,1.0
,29441.25,595.0,29450.4,10000.0,1.2,13844.94,0.0,9.47,93.99,1.0
30.0,22441.87,703.0,45796.06,7271.57,1.3,39873.5,6.0,15.7,70.33,0.0
44.0,20000.0,750.0,33757.86,6720.79,5.0,18148.91,5.0,13.17,75.72,0.0
47.0,49088.39,714.0,39648.3,10000.0,2.6,32841.63,,13.1,70.64,0.0
32.0,30174.48,682.0,34757.2,10000.0,0.7,13247.01,2.0,8.22,71.91,0.0
18.0,29047.64,627.0,6924.72,8112.63,2.3,31269.68,3.0,13.86,92.23,0.0
57.0,44186.7,659.0,38140.09,10000.0,1.0,37702.61,1.0,10.13,83.29,1.0
34.0,61992.57,628.0,10718.85,10000.0,0.8,,4.0,15.62,87.99,0.0
31.0,25342.12,571.0,11268.9,10000.0,6.3,28899.1,3.0,18.39,79.4,0.0
42.0,27232.8,724.0,52.14,9115.71,0.6,8178.7,6.0,11.65,92.52,0.0
38.0,40415.27,657.0,13981.72,10000.0,1.7,36212.62,2.0,8.83,92.44,1.0
25.0,28150.24,626.0,32919.09,10000.0,4.6,16453.59,4.0,13.97,76.47,1.0
37.0,,405.0,16138.62,8811.54,9.4,29640.8,5.0,10.04,92.5,0.0
29.0,28209.61,733.0,28920.24,10000.0,5.1,36010.36,7.0,14.69,77.27,1.0
35.0,49048.53,804.0,27571.02,10000.0,9.4,36671.09,6.0,10.65,100.0,1.0
52.0,20000.0,692.0,42197.33,4373.4,0.8,17594.4,3.0,12.69,90.57,1.0
52.0,21184.4,674.0,3137.7,5996.64,1.1,28359.73,7.0,14.59,91.57,1.0
57.0,46026.52,732.0,31135.7,10000.0,0.4,29404.33,5.0,11.69,76.72,1.0
25.0,46570.12,667.0,37372.3,10000.0,19.8,26090.28,6.0,12.86,76.91,0.0
46.0,37817.73,607.0,28087.05,10000.0,0.2,26714.52,6.0,10.9,100.0,1.0
40.0,55828.27,770.0,33371.74,10000.0,2.9,41229.74,7.0,17.25,84.53,1.0
44.0,26596.48,724.0,12202.39,10000.0,4.0,28919.24,3.0,9.29,73.18,1.0
22.0,31001.46,566.0,19208.56,10000.0,3.6,,2.0,12.8,74.21,1.0
23.0,32015.5,584.0,32577.56,7022.7,2.2,23663.03,1.0,17.27,87.9,0.0
45.0,36307.42,562.0,4547.21,10000.0,12.1,34089.53,2.0,12.53,82.85,1.0
28.0,38235.1,666.0,14722.61,10000.0,2.2,44934.18,7.0,14.33,61.5,1.0
61.0,31965.27,708.0,47753.04,10000.0,1.6,38242.31,1.0,12.75,78.2,1.0
23.0,37465.41,656.0,42627.46,7615.06,3.2,45394.18,6.0,16.3,88.53,1.0
33.0,24871.42,712.0,44874.1,6027.76,2.9,27947.3,5.0,10.16,75.27,1.0
29.0,38725.95,577.0,8768.35,10000.0,2.8,15341.87,0.0,5.35,100.0,1.0
,21881.34,634.0,38834.33,10000.0,0.5,23674.17,5.0,14.88,79.68,0.0
57.0,36169.15,626.0,33432.02,8568.28,39.5,28519.14,6.0,16.58,94.99,1.0
35.0,41502.01,473.0,19331.69,10000.0,2.9,28025.33,6.0,10.31,100.0,1.0
47.0,69848.83,488.0,20783.69,10000.0,7.6,25800.23,4.0,11.35,81.42,0.0
55.0,50560.39,527.0,5230.67,10000.0,0.7,51226.6,4.0,9.41,77.23,1.0
35.0,43664.9,479.0,67965.87,10000.0,0.9,18336.33,3.0,13.09,84.36,1.0
32.0,20613.16,540.0,40828.84,8683.24,0.4,28520.78,5.0,10.79,100.0,1.0
33.0,,625.0,28291.84,10000.0,3.1,19831.28,3.0,11.28,86.1,1.0
58.0,64139.69,603.0,16028.1,10000.0,1.2,29432.59,2.0,17.14,81.01,1.0
45.0,32084.31,636.0,13893.22,10000.0,0.8,37785.09,1.0,12.05,83.53,0.0
47.0,86236.66,534.0,25366.33,10000.0,1.1,39511.16,2.0,10.37,84.37,1.0
39.0,34140.95,663.0,26109.23,10000.0,1.2,23352.95,0.0,12.95,80.79,1.0
58.0,25692.41,677.0,18061.7,5603.59,24.1,43890.47,0.0,16.0,92.21,0.0
31.0,32698.49,498.0,9624.91,9219.34,6.7,32561.32,7.0,10.02,52.32,1.0
33.0,115736.75,693.0,38627.65,10000.0,1.7,26561.35,6.0,12.19,100.0,0.0
38.0,20000.0,647.0,30413.12,6083.24,5.4,12643.56,6.0,17.65,59.44,1.0
45.0,20639.17,614.0,15286.21,4985.42,2.7,31135.57,1.0,,77.91,1.0
44.0,36675.57,749.0,27991.65,10000.0,14.2,18398.93,6.0,10.84,62.96,0.0
46.0,81085.52,784.0,47927.89,10000.0,2.9,25419.59,2.0,14.31,60.78,0.0
,20000.0,616.0,53305.02,7818.68,1.4,32877.72,3.0,14.7,98.78,0.0
43.0,20739.84,642.0,28367.7,8528.07,4.8,38200.84,4.0,12.08,97.29,1.0
48.0,58946.91,721.0,17067.87,10000.0,6.7,24861.5,2.0,12.39,100.0,1.0
34.0,44278.09,643.0,46924.05,9545.48,0.4,22208.32,7.0,15.41,87.81,0.0
37.0,37573.55,735.0,27502.88,10000.0,4.6,26179.75,7.0,13.47,68.08,0.0
,21433.84,581.0,24609.03,9338.76,1.1,28465.58,1.0,11.78,56.73,1.0
23.0,20000.0,682.0,27088.32,6281.79,3.1,34344.52,6.0,11.09,100.0,1.0
22.0,68501.15,618.0,19293.68,10000.0,6.8,32468.2,5.0,14.47,47.99,0.0
46.0,53571.06,609.0,33764.56,10000.0,2.0,23026.64,6.0,13.2,67.46,1.0
31.0,61407.48,592.0,25341.15,10000.0,2.3,19682.39,5.0,9.57,100.0,1.0
43.0,55387.47,680.0,32711.75,10000.0,1.8,37567.2,2.0,9.52,100.0,1.0
45.0,38567.59,714.0,48600.74,10000.0,0.9,42195.44,7.0,17.09,50.8,1.0
25.0,34512.02,673.0,21039.18,10000.0,0.8,11508.76,2.0,14.87,100.0,1.0
52.0,71669.04,648.0,29078.75,10000.0,1.6,20507.18,0.0,10.29,82.63,1.0
37.0,25417.18,688.0,4673.45,,3.0,31325.12,5.0,9.79,91.03,0.0
34.0,41408.63,483.0,31829.77,10000.0,1.2,21700.74,6.0,8.99,83.1,1.0
46.0,47715.57,662.0,39241.8,10000.0,0.3,20834.8,2.0,15.57,60.96,1.0
31.0,20000.0,797.0,29449.19,,0.9,,3.0,13.43,84.91,1.0
52.0,33044.99,548.0,24460.53,10000.0,1.2,36010.69,2.0,10.79,92.02,1.0
31.0,,651.0,31847.11,10000.0,2.9,29704.48,0.0,11.87,69.83,0.0
29.0,59794.64,574.0,29196.47,10000.0,1.9,36428.63,2.0,11.13,33.86,1.0
39.0,20000.0,477.0,26018.65,4774.24,,23735.44,0.0,12.66,58.29,1.0
34.0,58572.94,656.0,10828.07,10000.0,1.8,16192.13,3.0,14.01,94.48,1.0
18.0,38511.3,725.0,64750.13,10000.0,2.1,16568.82,4.0,16.68,83.69,1.0
45.0,25615.49,629.0,45044.5,8651.43,3.6,44880.79,2.0,14.86,96.86,1.0
32.0,34092.48,470.0,26553.45,10000.0,4.4,12296.82,5.0,14.48,82.83,1.0
36.0,43342.93,700.0,24573.04,10000.0,6.2,35931.6,1.0,14.07,78.76,1.0
23.0,38359.8,649.0,1162.37,10000.0,1.8,11225.76,7.0,11.67,66.59,0.0
43.0,34961.81,664.0,2873.28,7176.67,1.3,6771.94,0.0,10.62,85.7,1.0
,,613.0,27307.98,6619.17,1.5,16735.39,0.0,10.45,100.0,1.0
35.0,39704.02,672.0,15359.91,10000.0,1.6,38741.98,3.0,15.6,73.18,1.0
45.0,35892.75,631.0,36435.46,10000.0,1.8,40096.46,2.0,13.55,68.43,0.0
37.0,36464.92,636.0,10181.89,10000.0,6.2,40949.12,0.0,14.74,91.69,0.0
20.0,40295.36,602.0,33456.36,10000.0,1.0,41047.56,6.0,10.52,89.6,1.0
55.0,30286.9,694.0,1898.62,10000.0,0.7,16381.64,0.0,15.65,79.96,1.0
34.0,31159.56,775.0,35966.22,6834.14,1.7,40739.11,4.0,9.11,100.0,0.0
48.0,29094.96,580.0,41303.7,7159.2,0.3,28931.75,4.0,8.68,91.98,1.0
50.0,85802.79,693.0,13604.98,10000.0,1.9,29262.15,1.0,10.54,81.57,0.0
38.0,35049.36,458.0,25387.98,10000.0,2.8,9932.68,4.0,13.54,80.43,
18.0,46516.75,520.0,6479.21,10000.0,2.3,26549.3,5.0,11.57,59.11,1.0
32.0,20000.0,450.0,4816.78,5157.0,1.1,29323.75,2.0,14.28,69.67,1.0
45.0,46369.38,712.0,42250.57,10000.0,2.2,19199.63,0.0,12.82,74.36,1.0
56.0,72275.74,657.0,22600.47,10000.0,1.2,29968.04,4.0,18.03,83.99,1.0
50.0,63740.11,770.0,16722.05,10000.0,1.4,50399.39,5.0,16.33,91.15,0.0
29.0,61224.26,594.0,50763.22,10000.0,3.0,22860.4,0.0,14.58,100.0,0.0
41.0,45513.83,675.0,23295.73,10000.0,1.4,46333.49,6.0,14.38,74.79,1.0
57.0,37428.87,850.0,29082.3,10000.0,1.1,34735.97,3.0,10.13,71.97,0.0
48.0,54007.11,578.0,7119.44,10000.0,1.2,27199.99,2.0,6.6,60.96,1.0
29.0,40551.95,631.0,38637.63,10000.0,1.7,30464.85,1.0,11.39,88.96,1.0
30.0,21101.76,691.0,42086.59,4786.14,3.0,33573.78,3.0,13.77,80.02,0.0
43.0,73802.37,819.0,34376.27,10000.0,2.0,16864.61,7.0,7.72,62.69,0.0
18.0,41475.97,635.0,47906.75,10000.0,2.1,34333.89,2.0,14.69,82.15,0.0
39.0,43581.92,664.0,31596.28,10000.0,16.6,35778.45,1.0,12.59,68.93,
40.0,30603.01,771.0,12274.64,9621.58,2.0,35000.85,1.0,12.8,100.0,0.0
58.0,38143.21,645.0,39276.86,10000.0,4.0,40115.44,4.0,11.35,81.88,1.0
40.0,76333.41,692.0,21369.55,10000.0,5.6,41262.27,4.0,9.47,85.44,1.0
37.0,36173.37,645.0,44954.62,10000.0,1.1,21850.09,2.0,11.48,68.97,0.0
30.0,23567.15,579.0,12541.86,4717.97,3.0,10400.17,3.0,9.89,78.5,1.0
38.0,64493.02,630.0,22700.15,10000.0,0.3,36590.93,1.0,13.85,92.22,1.0
48.0,127124.73,546.0,2679.6,10000.0,1.4,20143.72,5.0,,70.72,0.0
22.0,86024.6,831.0,466.58,10000.0,0.9,23104.72,2.0,9.67,77.09,0.0
58.0,29044.45,542.0,9597.88,8553.02,1.4,25913.69,7.0,7.44,73.05,1.0
25.0,58715.04,698.0,37166.49,10000.0,0.6,41334.36,0.0,14.48,76.12,1.0
20.0,55632.35,554.0,6332.98,10000.0,2.9,32167.18,5.0,10.43,68.29,1.0
38.0,121451.99,629.0,45821.01,10000.0,1.2,44166.6,4.0,14.37,79.64,1.0
45.0,64014.0,850.0,14014.7,10000.0,1.3,20654.59,0.0,,100.0,1.0
61.0,20000.0,691.0,12621.35,8410.18,1.5,26359.92,0.0,16.71,93.15,0.0
48.0,47911.63,714.0,8750.9,10000.0,1.6,33609.25,6.0,13.45,63.34,1.0
38.0,48869.62,635.0,6401.18,10000.0,,35936.32,4.0,4.84,85.82,1.0
35.0,28115.32,715.0,24972.01,9708.6,1.7,33334.1,7.0,14.72,66.63,0.0
44.0,30582.1,768.0,19583.32,10000.0,0.6,12854.93,4.0,8.88,69.65,0.0
,61080.97,742.0,3879.8,10000.0,4.0,28946.47,7.0,16.51,90.1,1.0
29.0,31766.18,636.0,24148.15,7407.57,5.1,37424.29,4.0,13.36,83.64,1.0
64.0,21826.96,,26936.54,10000.0,0.5,22767.05,3.0,7.24,76.73,0.0
38.0,20000.0,745.0,41383.56,9326.4,0.7,14758.97,0.0,9.89,89.38,1.0
40.0,24501.11,803.0,47360.43,10000.0,1.3,24308.04,3.0,16.8,70.15,1.0
30.0,57941.23,652.0,35703.43,10000.0,1.4,29758.17,6.0,10.11,98.74,1.0
53.0,24781.33,,45380.5,6809.98,9.8,10917.27,6.0,12.6,81.35,1.0
41.0,27422.9,676.0,20178.37,10000.0,40.0,33171.31,5.0,13.08,92.32,1.0
